id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_536;0;GmbH;58454;45201;1986;;GKV;127395.37;127395.37;94985.59;-1981.03;;;;-1981.03;-1981.03;-3011.03;74679.99;58229.01;0.0;4334.6;;;;;;;;;;12116.38;48401.03;58451.99;;;;4303.73;-4570.54;266.81
C_470;0;GmbH;52249;46902;1982;;GKV;2460546.37;2119442.75;858514.16;44228.55;-2862.94;1668.98;4531.92;41365.61;33776.18;22997.45;1954909.43;763032.11;22428.68;0.0;58084.98;22428.68;;212919.25;;;;;;205962.44;1897613.16;907552.98;133137.25;742951.54;;209682.23;-10262.37;-221789.82
C_695;0;GmbH;52156;68320;1974;;GKV;1955495.67;2139896.66;1586934.92;146610.76;-2357.24;642.76;3000.0;144253.52;144253.52;91268.46;844020.3;430101.8;0.0;0.0;;;;;;;;;;413918.5;639355.05;351513.32;266609.48;;;145502.84;-190799.27;-2.91e-10
C_266;0;GmbH;52457;20160;1999;152.0;GKV;705867.8;705867.8;541880.65;4402.31;-1666.8;7.47;1674.27;2735.51;2735.51;1686.17;171338.66;142978.01;0.0;0.0;;;;;;;;;;28360.65;130199.36;130145.5;20382.22;;;16405.06;-31673.81;-4e-11
C_669;0;GmbH;53773;29320;1923;;GKV;135866.93;135866.93;80207.29;10234.36;-748.61;;748.61;9485.75;9485.75;9486.74;47899.18;15050.7;32848.48;0.0;6876.52;;;7290.23;;;;;;-3.64e-12;13538.99;4177.03;1586.3;;;3469.03;-2192.11;-3881.32
C_596;0;Sonst. Gewerbetreibende;53757;41201;1985;;GKV;4697910.16;4697910.16;1891206.8;406099.25;1225.31;1261.28;35.97;407324.56;407324.56;102042.8;1511956.92;334767.44;0.0;0.0;;;;20408.25;;;;;;1177189.48;956474.03;656416.64;467032.57;;;140461.37;-2210.64;-273.95
C_555;0;GmbH;40721;25110;1973;44.0;GKV;336315.62;336315.62;206412.63;29370.68;557.67;557.67;;29928.35;27328.35;18513.36;110569.67;35562.77;0.0;0.0;;;;14567.36;;;;;;72277.0;101492.66;95088.51;45507.27;;;32810.42;-649.95;-9171.7
C_513;0;GmbH;40882;46734;1976;23.0;GKV;750890.33;750890.33;553535.49;84397.74;-1683.92;3130.07;4813.99;82713.82;82713.82;72416.82;299469.5;99410.83;55082.31;0.0;19981.38;;;17061.91;;;;;;144976.36;252673.5;39916.17;28548.85;1345.03;;112116.25;3786.06;-142502.44
C_601;0;GmbH;40474;52231;1927;1080.0;GKV;1264976.82;1264976.82;349965.71;24332.92;-4377.54;9864.17;14241.71;19955.38;19955.38;18831.34;378800.97;191536.07;89566.66;0.0;118352.38;;;23492.92;;;;;;97698.24;174202.26;40068.26;717.12;;;31871.06;-18004.32;-54071.08
C_339;0;GmbH;51379;86101;1878;143.0;GKV;3245477.43;3245477.43;1254090.42;179980.76;-45282.91;91.08;45373.99;134697.85;134697.85;113482.51;2560367.82;995553.11;977465.36;0.0;255172.65;;;586165.84;;;;;;587349.35;489551.67;175635.31;52896.63;;;925411.78;-1058957.82;782410.08
C_813;0;GmbH;40468;51100;2002;161.0;GKV;4074371.65;4074371.65;1487164.47;236794.9;15077.7;26418.6;11340.9;251872.6;251872.6;1.31e-10;2652968.96;2445642.49;84402.14;0.0;104130.75;84402.14;;16149.28;;;;;;122924.33;928539.14;126275.77;8277.16;;;570354.64;-1303.75;-467413.68
C_390;0;GmbH;40721;68322;2008;;GKV;35499581.7;35499581.7;11224523.51;2488178.36;140565.46;282029.4;141463.94;2628743.82;2628743.82;1870035.27;28736539.05;8639122.43;806452.0;0.0;;;;3558000.0;806452.0;;;;;13263299.38;17253195.94;13343592.94;12965024.17;249916.45;;1564995.94;-37044.61;-1121601.74
C_395;0;GmbH;74821;46495;2010;95.0;GKV;71370284.14;72495057.07;23366216.8;3775556.38;-702666.54;;702666.54;3072889.84;3072889.84;2166588.56;56154655.39;21563769.39;13645832.0;0.0;17244223.55;13645832.0;;2869159.68;;;;;;20945054.0;12209204.06;7422276.15;2738.19;4850092.42;;3522675.33;-6298502.63;2965636.67
C_850;0;GmbH;47059;46734;1989;;GKV;386714.22;380714.22;207735.97;10607.11;1656.47;2685.08;1028.61;12263.58;12263.58;10607.17;511961.35;379359.32;60870.0;49847.4;;;49847.4;230129.94;;;;;;21884.63;420764.65;209508.06;136502.49;42235.93;;194070.42;-74602.04;2238.96
C_368;0;GmbH;45141;81210;1997;1454.0;GKV;13324614.67;13041780.17;8746837.64;1828588.83;-1689433.26;3067.88;1692546.6;139155.57;337051.78;98454.48;99371394.33;6675359.24;5160582.08;30869012.24;1041130.42;4618946.81;27570223.28;350331.79;;;;;;48675964.65;6809977.87;2808870.64;2459114.37;228691.95;;3289102.5;-1212909.13;-853215.74
C_175;0;GmbH;47509;46712;1990;50.0;GKV;10462356.73;10462356.73;8641881.73;839691.71;-307463.29;14633.54;322096.83;532228.42;523960.11;523960.11;20039300.76;986745.27;1561227.26;5734000.0;345000.0;1533978.62;5734000.0;130000.0;27248.64;;;;;7200441.89;1728630.27;1718607.73;1196051.83;507913.14;1600.0;1162537.5;-205179.15;-337327.01
C_231;0;GmbH;47665;45100;2001;;GKV;1950541.87;1800947.42;1742639.45;35638.5;-24366.58;;24366.58;11271.92;11272.13;13085.06;1027025.86;917805.87;0.0;0.0;;;;;;;;;;109219.99;222506.46;200216.43;141428.48;;;50062.22;-99095.5;-41023.29
C_254;0;GmbH;56355;70101;2004;;GKV;24411333.09;22014970.99;6324621.52;114738.46;-53794.26;11121.16;64915.42;60944.2;60944.2;60451.2;4989702.33;4989702.33;0.0;0.0;;;;124618.87;;;;;;0.0;1655690.99;783927.39;471514.74;312021.65;;373980.83;-25411.3;11092.05
C_173;0;GmbH;56242;62019;2003;;GKV;17099087.44;20218636.44;7034689.85;250714.41;-146645.85;1563.61;148209.46;104068.56;104068.56;30407.24;10278616.38;7863989.49;546219.0;0.0;269873.64;137582.0;;1998127.59;;;;;;1868407.89;7368461.14;3844284.65;2553320.97;1103641.66;;1834427.02;-298740.23;27831.0
C_949;0;Genossenschaft;50668;47112;1962;40.0;GKV;169447041.2;167672299.2;106224572.0;40802155.29;-25778895.97;1148385.01;28467790.15;15023259.32;15023259.32;14394032.95;1084173663.0;165800984.2;107008000.0;457754223.0;22996216.82;96853000.0;421041000.0;7470738.13;89000.0;16000.0;;;;335314453.0;133791863.4;78809997.65;72428540.01;2188943.62;102000.0;79228945.58;-9002147.5;62690434.5
C_720;0;Genossenschaft;51145;68310;1937;22.0;GKV;1311151.29;1310870.29;571604.91;38186.9;-13952.63;2206.98;16159.61;24234.27;24234.27;10074.29;475001.56;398794.06;19936.24;0.0;103828.73;;;203502.0;;;;;;56271.26;470575.64;245457.06;6004.62;;;41567.74;-15941.98;-21495.33
C_506;0;GmbH;50668;46399;1962;24.0;GKV;3006483.55;3006483.55;3129291.59;184813.22;-15010.28;2.79;15138.35;169802.94;169802.94;153598.29;977928.52;460828.09;155720.06;0.0;206578.37;155720.06;;99905.51;;;;;;361380.37;428023.96;440142.31;50945.84;354936.53;;158429.77;-400606.42;200671.05
C_414;0;GmbH & Co. KG;50668;46750;1996;129.0;GKV;1930544.4;1582214.73;738044.16;203720.39;-1219.03;525.5;1744.53;202501.36;202501.36;142039.56;1463705.84;752779.97;0.0;0.0;;;;116059.41;;;;;;221020.57;1451682.5;829587.65;2314.16;822174.19;;-44958.38;-5743.64;938.52
C_798;0;GmbH;51149;46734;1998;17661.0;GKV;2842765.22;2842765.22;2730008.97;72558.48;-13220.49;213.67;13434.16;59337.99;59337.99;59337.99;1563512.07;512613.56;0.0;0.0;;;;;;;;;;869720.87;425166.85;391845.88;174326.63;;;205715.5;-37646.81;-508513.17
C_918;0;GmbH;50733;45310;1994;;GKV;279427.99;474655.31;296276.37;10208.65;-3709.1;36.25;3745.35;6499.55;6499.55;3649.1;167254.68;38236.14;65243.17;0.0;;;;9445.89;;;;;;63775.37;138315.27;61820.65;43807.92;11520.82;;-1236.88;-2191.21;3693.01
C_581;0;GmbH;50321;46620;2003;;GKV;176609.47;176609.47;181858.05;6929.04;-918.79;;918.79;6010.25;6010.3;4100.04;61996.26;53780.55;0.0;0.0;;;;3719.39;;;;;;8215.71;44865.63;45234.13;6597.36;;;-13892.79;0.0;11538.8
C_910;0;GmbH & Co. KG;41199;43310;1985;;GKV;5053460.77;5053460.77;5653962.45;-9016950.58;7786975.59;2289.08;862392.77;-1229974.99;-1229974.99;-7.28e-11;53866616.28;38190631.86;0.0;3738121.0;;;;1133.41;;;;;;11937863.42;14010791.56;12728791.56;;35828.26;;7389614.36;-319544.32;-7070070.04
C_995;1;GmbH;45478;46711;1964;71.0;GKV;1185143.35;1669748.56;1002379.47;6858.8;-1170.69;46.02;1216.71;5688.11;5688.11;537.24;1277784.6;1247334.4;0.0;0.0;;;;;;;;;;30450.2;1230669.6;291438.21;3560.53;;;39566.98;-23846.38;-19098.0
C_485;0;GmbH;45468;86101;2006;593.0;GKV;1095408.56;1131592.38;520765.11;-26259.27;-1998.4;;1998.4;-28257.67;-28257.67;-28257.67;663262.6;231694.66;5114.72;22567.39;;;;124103.21;;;;;;127725.56;660559.0;283283.09;19248.47;;;-63174.58;-260.5;64019.19
C_456;0;GmbH;42855;25731;1961;;GKV;130461.23;130461.23;798696.01;-419134.25;-168523.38;17426.44;185949.82;-587657.63;412342.37;421001.7;11832986.78;4791016.84;0.0;0.0;19197.58;;;49827.28;;;;;;7041969.94;171353.17;230723.57;909.81;9587.05;;-872813.02;835053.4;-9.31e-10
C_503;0;GmbH;42853;46432;1995;46.0;GKV;2333050.63;2656335.43;1533996.35;1365302.74;-65177.63;35533.98;100711.61;1300125.11;1300125.11;1087315.31;8262759.69;7047523.49;0.0;0.0;11.69;;;510299.35;;;;;;1215236.2;3020705.89;477145.9;54940.01;182466.6;;5476033.65;-5251891.51;-266350.63
C_003;0;GmbH;42781;53200;1990;;GKV;35059187.37;34640563.83;9236754.77;-1547038.17;-251375.24;4363.76;255739.0;-1798413.41;-1798413.41;-8.95e-10;13595448.61;10868634.61;0.0;166814.0;;;;940957.75;;;;;;2560000.0;5788284.32;73198.81;436.32;;;1617172.21;-1549072.29;-68354.91
C_393;0;GmbH;42697;71122;1991;107.0;GKV;26395168.64;26395168.64;7533903.16;1480272.33;8951.07;9480.07;529.0;1489223.4;1489223.4;965963.98;8082689.43;6996618.7;0.0;0.0;;;;5206785.54;;;;;;1080633.34;7456866.75;1973434.35;109801.65;129557.36;;1317406.63;-57392.06;-1333330.65
C_938;0;GmbH;42699;46495;2004;;GKV;16706391.64;17208260.35;9724242.84;878332.08;-397871.59;71.06;400960.73;480460.49;480460.49;410565.81;16284469.74;3789668.5;5376000.0;972000.0;2095814.46;5376000.0;972000.0;777892.62;;;;;;5154548.09;3748884.16;2325377.66;118395.39;2162127.66;;1959475.44;-451310.34;-1587788.86
C_493;0;GmbH;54296;43210;2002;;GKV;70862467.86;70862467.86;2070076.75;1520010.03;2313.42;2313.42;;1522323.45;1522323.45;-1.13e-08;10983692.79;10884455.74;0.0;0.0;;;;3108947.73;;;;;;99237.05;10976670.71;6807867.76;1995504.51;;;-197484.78;390.0;-2348953.89
C_291;0;GmbH;46569;36001;1998;3.0;GKV;1994098.87;1997778.87;1811453.67;490231.18;-17238.78;;17238.78;472992.4;472992.4;461293.36;1769267.21;206944.86;109447.36;0.0;41910.89;109447.36;;68416.49;;;;;;1452874.99;910625.19;273381.94;118425.49;;;474154.98;12367.14;-89128.99
C_789;0;GmbH;42289;71122;2010;;GKV;545333.87;545333.87;179924.67;24130.97;-15391.17;;15391.17;8739.8;8739.8;13700.21;557563.75;177678.57;194583.03;0.0;118808.05;;;21798.43;;;;;;185302.15;394118.82;394528.75;;376177.29;;25931.71;-11151.93;-26219.2
C_786;0;GmbH;55469;28990;1977;111.0;GKV;1185000.0;1185000.0;999000.0;-695000.0;3000.0;3000.0;;-692000.0;-692000.0;0.0;5082000.0;1942000.0;0.0;0.0;;;;;;;;;;3140000.0;394000.0;278000.0;248000.0;;;-878760.73;180912.88;845444.32
C_933;0;GmbH;55545;70220;2006;2.0;UKV;7816500.0;;;5508000.0;7500.0;7500.0;;5515500.0;5515500.0;4854800.0;7670400.0;2970500.0;0.0;0.0;;;;59000.0;;;;;;4699900.0;5929200.0;5845000.0;4198600.0;1571500.0;;7086199.88;48.1;-5535949.74
C_899;0;GmbH;64839;95110;1992;;GKV;389536.33;384969.13;363879.91;18055.38;-14328.58;;14328.58;3726.8;3726.8;2579.22;525350.76;269845.44;198415.0;0.0;;;;24764.99;;;;;;57090.32;525047.76;512699.24;116742.11;;;56405.79;0.0;3000.0
C_678;0;GmbH;64347;25120;2003;9.0;GKV;502527.6;558523.38;991689.51;40261.54;-11391.74;2001.01;13392.75;28869.8;28869.8;-1.46e-10;1399536.62;1373972.03;0.0;0.0;;;;;;;;;;25564.59;409921.86;97672.62;75958.6;;;4334.6;-7.39e-13;-28869.8
C_065;0;GmbH & Co. KG;60594;52291;1970;148.0;GKV;138090.08;138090.08;153404.58;69255.89;-16573.93;;16573.93;52681.96;52681.96;50283.89;581959.79;392741.71;91352.16;0.0;;;;57942.38;;;;;;624.92;9857.13;12775.14;8951.26;;;116850.1;-185426.11;-11756.9
C_929;1;GmbH;65843;46692;1990;;GKV;96952.4;114882.4;257007.72;21865.74;-40817.6;;40817.6;-18951.86;-18951.86;-22943.97;660527.7;371761.99;187363.64;73427.48;;;;;;;;;;27974.59;223018.49;80874.93;80874.93;;;302229.87;-112734.0;-198016.98
C_698;0;GmbH & Co. KG;73079;46154;1976;;GKV;11738390.42;11738390.42;2567927.78;75603.38;-55694.22;12498.54;68222.76;19909.16;19909.16;2117.14;4138278.29;1569348.01;637657.69;52662.05;278024.06;637053.23;52662.05;1108836.74;;;;;;1878610.54;2198486.8;1477344.12;687693.79;660049.73;;201944.36;-237217.06;-141152.25
C_748;0;GmbH;60313;35000;1998;50.0;GKV;23057156.07;22864332.2;13492069.4;6318167.35;-2050678.5;146604.59;2197283.09;4267488.85;4267488.85;3498653.21;173656945.7;13653674.49;17628644.62;34211553.13;4516902.12;17628644.62;34141162.95;1023780.17;;;;;;104931619.5;14106788.97;7626456.37;7274393.2;308472.25;1500.0;8213539.51;-5567084.32;-3058084.73
C_049;0;GmbH;60489;86909;2007;;GKV;603606.18;603606.18;551006.26;-28489.06;-81.0;;81.0;-28570.06;-28570.06;-28570.06;299994.02;264560.32;0.0;0.0;;;;7142.48;;;;;;35433.7;289489.38;280693.91;210189.83;69176.97;;-21386.52;490.13;39383.17
C_963;0;GmbH;60549;96090;2007;373.0;GKV;384139.22;384139.22;134229.02;20899.02;-324.12;;324.12;20574.9;20574.9;17029.01;96855.4;35839.93;0.0;0.0;;;;;;;;;;58162.34;82113.4;26035.88;15944.66;;;42929.41;-5039.04;-22568.4
C_273;0;GmbH;35083;26110;2007;207.0;GKV;704821.48;666192.04;321378.08;2656.72;-136.64;666.19;802.83;2520.08;3158.79;2821.12;310365.1;142284.06;0.0;0.0;3713.05;;;20049.56;;;;;;3.64e-12;289029.84;50914.3;350.77;48345.03;;-194371.96;-2253.15;193628.47
C_137;0;GmbH;63456;23610;1999;241.0;GKV;1495668.79;1485115.79;896283.36;56918.23;-13428.36;18.75;13447.11;43489.87;43489.87;32939.96;434370.99;244688.12;116165.82;0.0;95091.9;;;55139.04;;;;;;73517.05;256385.92;230050.41;2115.17;;;13517.24;-70799.04;48066.07
C_682;0;GmbH;36277;46210;1926;;GKV;70297676.57;70594968.17;56967044.08;2005340.37;-298753.41;13974.92;312728.33;1706586.96;1706586.96;1399354.82;106276292.6;9734971.78;3419985.42;6155923.84;564121.81;2511066.54;6155923.84;4158111.03;739487.89;;;;;28369407.57;14371431.42;11943620.66;3299416.52;;;3473303.93;-7913162.08;-1030087.74
C_358;0;GmbH;34117;84130;1992;68.0;GKV;789114.75;789114.75;618333.22;-1227237.69;2439925.26;9686.72;58263.29;1212687.57;1212687.57;594086.51;17107220.96;1044859.34;0.0;0.0;28.44;;;215531.92;;;;;;14711715.4;5637774.84;5494708.75;2982071.13;16801.15;;239405.44;-214547.85;-759571.43
C_978;0;GmbH;34123;52291;2003;;GKV;2119953.25;2084237.78;1284079.65;136306.4;-1963.2;1521.62;3484.82;134343.2;134343.2;94025.02;1105862.32;338952.72;73966.93;30712.79;;73966.93;30712.79;40724.07;;;;;;662229.88;972171.5;876033.33;408146.12;434651.74;;36806.57;-53294.71;50357.08
C_942;1;GmbH;65520;28910;1985;;GKV;189182.84;231682.84;155849.82;35789.74;-1240.0;;1240.0;34549.74;34549.74;32956.74;120379.47;76847.46;23087.13;0.0;170.07;;;32875.62;;;;;;20444.88;78198.47;26105.43;1331.0;;;18273.81;-37149.97;18560.9
C_326;0;GmbH;55129;68300;1983;;GKV;2033536.9;2033536.9;1770159.68;832714.3;-749866.57;10395.57;760262.14;82847.73;82847.73;82847.73;30070733.03;232727.18;3438529.135;23101347.58;16574.49;;23101347.58;63703.86;;;;;;;65152.28;183152.28;26163.31;5245.19;;523960.18;270.2;-507007.85
C_988;0;GmbH;55124;26119;1990;;GKV;4014734.01;4024219.77;1764490.94;94751.8;-12973.18;154.78;13188.45;81778.62;81778.62;51911.88;1881997.79;1175104.99;200000.0;0.0;;200000.0;;389484.42;;;;;;406395.42;1156051.43;607021.11;442754.44;;;323754.32;-522719.88;286256.71
C_638;0;AG;55122;23190;1972;4313.0;GKV;5177744.8;5190660.16;1830258.46;696690.23;-68686.0;20066.02;88752.02;628004.23;628004.23;-5.24e-10;6351759.46;2020543.8;504002.03;1281805.0;228533.5;504002.03;1281805.0;485093.79;;;;;;2545408.63;1360476.91;416712.28;9680.61;;;1300072.89;-792415.38;-523483.55
C_616;0;GmbH;55129;68200;2000;;GKV;1321339.27;1298339.27;555261.55;-30477.95;-194092.29;824.22;194916.51;-224570.24;-224570.24;-248944.91;10054456.55;822331.19;1263473.94;5181872.09;209781.72;1097125.98;3321625.33;60850.4;;;;;;2786779.33;904290.42;516288.73;460332.76;34941.57;;40803.53;1.05e-09;-195990.39
C_198;0;GmbH & Co. KG;21335;68320;2002;;GKV;380701.26;443738.31;440301.35;189023.33;-128651.8;13957.05;142616.65;60371.53;60371.53;57946.54;2507800.95;2441233.7;8254.93;0.0;;8254.93;;21884.21;;;;;;58312.32;374145.92;319012.56;26.76;120265.89;;1637841.71;-1637928.71;3.64e-11
C_502;0;GmbH;55129;68300;1992;;GKV;3610986.86;3617246.04;3129774.72;17623.22;32003.54;41514.02;9510.48;49626.76;49626.76;175086.21;1254204.07;481995.09;3230.59;337348.48;;;337348.48;90056.18;;;;;;431629.91;556903.03;631359.09;395397.3;42488.44;;22516.0;-390140.16;321324.48
C_580;0;GmbH & Co. KG;55129;68320;2010;;GKV;4618212.92;4470235.92;1707910.79;230432.74;-1461.09;2418.06;3879.15;228971.65;237034.65;169954.89;1605348.2;719107.37;38362.54;0.0;;;;87970.12;;;;;;847878.29;1473266.37;1483998.59;976151.25;;;413697.12;-67417.5;-332708.21
C_487;1;GmbH;63165;56101;1989;;GKV;777003033.6;786655059.5;75263267.76;13067451.57;-3030254.9;949726.43;3979981.33;10037196.67;10037196.67;7514676.09;287916992.1;243625045.9;9016150.0;1625000.0;49389779.87;9016150.0;1625000.0;178244354.8;;;;;;33267227.07;252777632.8;134203686.6;1338186.66;;;6871560.86;-9192298.35;7966920.1
C_703;0;GmbH;40882;46901;2005;;GKV;2259639.49;2253649.49;1538301.97;399539.1;-19723.17;27649.14;47372.31;379815.93;379815.93;245957.45;5438971.2;1639786.45;848628.96;428120.43;359025.19;807354.46;309098.43;142198.05;;;;;;2481160.86;2225502.17;1124874.87;861690.8;15022.8;;404913.79;-886138.58;412826.71
C_302;0;GmbH;65187;41101;1953;32.0;GKV;113066015.0;113066015.0;10260649.65;1492675.26;25130.06;34022.5;26260.44;1517805.32;1517805.32;1041984.41;24578864.02;7285730.1;165193.83;0.0;125000.0;156250.0;;4707894.34;;;;;;17171658.85;16452695.74;11863331.94;6327869.27;5107299.11;;-92151.64;-226824.49;-638.86
C_709;0;GmbH;55286;85599;2010;;GKV;30932528.76;29867581.69;16540156.5;4616965.66;-2411360.74;72178.03;2481098.37;2205604.92;2205604.92;2118209.85;199479360.4;18700745.0;25198919.29;30716980.91;7243000.0;18218842.88;28827000.0;;;;;;;114476809.6;20376228.25;8969899.59;8911072.0;;;10049669.96;-4477569.63;-1965513.75
C_650;0;GmbH;65779;46494;1970;;GKV;849825.78;842514.78;494355.21;85206.4;-5004.96;3.75;5038.71;80201.44;80201.44;70566.95;246203.24;172459.14;0.0;0.0;;;;;;;;;;73744.1;121340.21;113142.41;12527.64;;;-44157.97;-13220.24;-58895.65
C_059;0;GmbH;61348;46330;1992;20.0;GKV;3687000.0;9281000.0;2794000.0;879000.0;-1312000.0;116000.0;1597000.0;-433000.0;-433000.0;0.0;58436000.0;56757000.0;0.0;0.0;;;;;;;;;;1538000.0;23597000.0;1969000.0;281000.0;;;34747547.77;-3340153.59;-31198588.24
C_459;0;GmbH & Co. KG;61169;26300;1980;;GKV;596361.73;596361.73;151148.51;12791.32;-2895.93;0.46;2936.39;9895.39;9895.39;7259.57;159448.22;70351.64;26019.88;0.0;;;;14107.38;;;;;;63076.7;151396.72;41969.74;3661.07;;;56195.85;-413.5;-53705.42
C_718;0;GmbH;61250;68312;2001;;GKV;3657493.65;3657493.65;772445.12;45769.99;-1589.06;9807.67;11396.73;44180.93;44180.93;30737.37;625475.08;320628.35;0.0;0.0;172669.13;;;81356.54;;;;;;304846.73;540363.08;225763.96;42522.38;13041.84;;205119.88;-43519.1;-9000.0
C_648;0;OHG;65824;70109;2009;174.0;GKV;91693.16;91693.16;19047.35;10498.45;-1296.0;739.08;2035.08;9202.45;9202.45;9106.45;41082.71;5263.38;0.0;0.0;;;;;;;;;;35819.33;36232.05;11363.86;11164.2;;;38330.2;-2375.64;-30731.79
C_229;1;GmbH;79539;96090;1986;;GKV;985597.0;1036028.5;1078658.43;6079.8;-6626.91;150.03;6776.94;-547.11;-547.11;-682.12;315113.95;132277.89;138223.08;0.0;49773.12;133239.79;;20097.55;;;;;;41462.98;133033.43;86262.45;51.13;48653.48;;-86750.88;-91910.63;111510.56
C_365;0;AG;79639;35113;1998;;GKV;2805182.27;2815476.54;1220422.33;407167.95;-145871.65;7740.89;153612.54;261296.3;261296.3;195019.5;19896003.5;508842.87;1525922.69;1766008.63;359384.08;1525922.69;1766008.63;98913.4;;;;;;15409882.9;1264337.82;563166.37;458530.52;2110.8;4207.6;500565.72;-434994.31;-363284.47
C_796;0;GmbH;79576;22230;1998;;GKV;7430230.44;7319804.79;3643002.28;1100846.07;-418549.63;2122.25;420671.88;682296.44;682296.44;3.78e-10;25783515.78;11332515.78;3235000.0;7343000.0;1000000.0;;;445983.99;;;;;;3873000.0;10857051.82;198120.16;;146120.16;;4046780.97;-920889.53;-3125891.44
C_510;0;GmbH & Co. KG;69181;41103;1986;12.0;GKV;2672888.23;2672888.23;2254844.28;34515.93;-16447.18;590.6;17037.78;18068.75;18068.75;15836.03;2516516.35;439502.14;132745.75;7000.0;67000.0;121745.75;7000.0;100869.13;;;;;;1457718.46;686590.5;536629.78;471167.85;12641.97;;156443.04;-106193.71;-77254.25
C_300;0;GmbH;97944;46693;1994;232.0;GKV;4957215.41;5076015.41;2787664.53;730904.23;-48471.12;5549.43;54020.55;682433.11;682433.11;459139.0;3760615.34;1133883.39;41000.0;231050.0;;;;177517.52;41000.0;;;;;2354681.95;2853033.95;2659773.73;2378716.5;216441.12;;273848.05;353439.28;-1028162.61
C_236;0;GmbH;74821;25735;2005;20.0;GKV;2501470.59;2647692.7;2167456.09;119337.33;-75852.28;170.62;76022.9;43485.05;52380.54;47394.75;5752391.27;5386294.47;0.0;207521.66;;;;95201.48;;;;;;158575.14;5219910.65;308360.48;105014.53;;;-105764.6;253638.9;100000.0
C_030;0;Sonst. Gewerbetreibende;68789;43220;1998;;GKV;19354930.05;19354930.05;19627402.49;37119.86;-260.96;9611.06;9898.93;36858.9;36858.9;26320.92;8078401.66;1770550.39;182822.25;0.0;7000.0;182822.25;;142335.86;;;;;;2863693.33;2679664.48;2527771.96;2135917.79;;;882494.52;-394244.06;10355.65
C_545;0;Genossenschaft;74177;46210;1916;163.0;GKV;2174180.47;2174180.47;2428950.77;111304.07;249732.33;436.84;15704.51;361036.4;361036.4;282801.14;5043439.31;605462.88;613144.21;19000.0;321882.51;373144.21;19000.0;26623.49;;;;;;2128429.74;878550.13;617594.61;555875.29;50558.1;;692685.4;-274280.8;-339622.97
C_866;0;GmbH;74369;29200;1986;87.0;GKV;25266.33;25266.33;66384.39;1334.45;;;;1334.45;1334.45;1139.95;26328.7;560.09;0.0;180.46;;;;;;;;;;25543.4;22528.7;22528.7;;;;-400.0;400.0;3.64e-12
C_551;0;GmbH;74072;85530;2008;;GKV;1293617.04;1293617.04;1323306.27;145213.95;-1274.4;1373.66;2648.06;143939.55;143939.55;96157.38;416086.53;162871.78;28094.79;0.0;9659.73;28094.79;;3102.84;;;;;;225119.96;202899.78;217683.72;65314.35;;;233437.71;-87040.43;-196647.47
C_473;0;GmbH;68165;70101;1999;7.0;GKV;1755815.49;1860622.49;1510062.22;-395380.13;-53285.02;0.07;53285.09;-448665.15;-448665.15;-448665.15;3450010.27;2980543.98;0.0;0.0;7186.51;;;93765.67;;;;;;469466.29;236826.18;241453.58;509.66;;;1282591.07;-1301871.83;2.33e-10
C_704;0;GmbH;66862;43291;1993;;GKV;1208456.33;1208456.33;1118995.03;70892.04;-9986.16;;9986.16;60905.88;60905.88;52426.88;461006.57;137652.26;291253.02;0.0;56147.37;;;60789.2;;;;;;32101.29;120192.57;100375.08;84.39;;;128235.94;-226921.18;61336.63
C_864;0;AG;76185;70101;1856;;GKV;53372139.09;53110170.33;31579126.53;-18651240.81;-2035882.56;13143.72;2552819.69;-20687123.37;-20687123.37;2.33e-09;132141235.4;52935309.11;29006621.9;20968879.33;3850000.0;15400000.0;19687500.0;2928589.42;;;;;;7522638.74;31608245.57;26918553.04;19531832.78;6509382.04;;-10483605.89;-10151792.18;31988609.65
C_344;1;GmbH;76530;79110;1987;260.0;GKV;278175.14;365097.82;286174.69;27227.33;-12788.35;82.44;12870.91;14438.98;14438.98;11579.73;409063.08;196725.21;37654.88;0.0;55235.29;;;72464.88;;;;;;;259963.21;87910.18;225.18;41572.28;;35680.88;-14897.5;-3552.75
C_268;0;GmbH & Co. KG;76571;74900;2001;;GKV;50355654.87;50355654.87;12145408.03;1786211.38;142486.25;169057.65;26571.4;1928697.63;1928697.63;1198587.39;29158273.05;18599691.0;200000.0;0.0;100000.0;200000.0;;2796447.67;;;;;;10358582.05;20520266.52;14614159.29;9920426.63;4632679.08;;-12316683.65;-337032.44;-2296604.0
C_950;1;GmbH;76307;71122;2008;;GKV;2994630.04;4726044.29;969257.88;146548.92;1439.31;4792.27;3352.96;147988.23;147988.23;95665.37;7595680.29;663355.9;9151.21;0.0;9760.86;9151.21;;304779.32;;;;;;451412.89;7538666.49;443407.38;109253.96;;;-7714.65;-30437.24;-5981.4
