id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_374;0;GmbH & Co. KG;12359;46730;1900;;GKV;106873831.7;106873831.7;38593611.75;6536077.55;1345910.44;47945.82;423412.24;7881987.99;7881987.99;6522577.26;43658480.44;7356606.44;3752193.76;255645.94;;;;4120064.34;;;;;;32244714.3;37831990.81;17111465.66;10297047.5;;;6986093.74;-1112341.58;-7520392.09
C_790;0;GmbH & Co. KG;10719;70101;1976;;GKV;1393868.78;1407888.53;1539841.18;38140.91;1072009.59;9934.29;4372.31;1110150.5;1106812.71;1116985.09;11567989.44;7034963.92;0.0;0.0;;;;;;;;;;4508025.52;4669178.63;927837.74;926383.75;;;-4343980.49;1174426.51;1128108.08
C_654;0;AG;12529;68320;1972;1.0;GKV;4384786.36;4405058.0;32932274.64;584315.02;22350.95;24560.96;2210.01;606665.97;606665.97;594608.94;19948480.87;2579709.93;81607.22;131901.9;25391.33;45607.22;;480218.47;;;;;;11820109.54;8238473.86;7519183.22;6890565.23;319848.26;;1715798.67;-656122.2;-169655.66
C_057;0;Einzelfirma;12165;47730;1908;;GKV;110447820.8;110447820.8;125454998.7;54033808.08;-10293209.88;62152.95;10641194.38;43740598.2;43740598.2;28405998.52;1089218061.0;347515965.3;164735236.8;92222172.0;37432969.2;138192039.3;92222172.0;13968005.91;;;;;;454744489.7;35465651.58;8545183.94;5036615.09;516646.73;;130180923.1;-141977592.3;12567030.8
C_103;0;GmbH;13055;68201;1990;415.0;GKV;45180.42;45180.42;48477.05;22382.91;147.65;;2.77;22530.56;22530.56;15522.86;85195.0;5661.13;0.0;0.0;;;;;;;;;;79533.87;84847.7;80615.11;75679.79;;;18004.97;-378.71;0.0
C_071;0;GmbH;10969;68200;1991;2.0;GKV;150843501.3;147989371.3;107635928.5;47292997.11;-6693591.13;73961.45;11414398.77;40599405.98;40599405.98;29469951.72;1026294931.0;101671995.1;108761788.0;150123607.3;26577708.38;108614666.7;150123607.3;2949596.57;147121.35;;;;;665737540.8;84799087.11;31428071.92;11542490.91;326731.07;8000.0;40075554.85;-8337054.5;-34594274.52
C_093;0;GmbH;16792;78100;1991;;GKV;284342000.0;284342000.0;42335000.0;-134047000.0;810891000.0;891000.0;15925000.0;676844000.0;676844000.0;634226000.0;3202392000.0;285171000.0;503500.0;0.0;382000.0;;;6790000.0;;;;;;2883814000.0;422909000.0;431255000.0;21696000.0;448000.0;;586177000.0;-733975000.0;-95826000.0
C_685;0;GmbH;13125;86101;1991;283.0;GKV;9811590.89;9681039.95;6110979.73;3785872.48;-3041576.14;158111.31;3199687.45;744296.34;744296.34;1.05e-09;95466637.12;18661041.49;42621000.0;13854918.86;14820000.0;41750000.0;9061442.95;229715.96;;;;;;20329676.77;7366730.2;5421664.66;322573.88;372298.68;;436938.61;-1879055.58;-13729379.17
C_898;0;GmbH;13127;87100;1992;181.0;GKV;708847.33;708847.33;738495.17;13017.29;-812.49;213.91;1026.4;12204.8;12204.8;7276.46;823599.0;336029.87;0.0;44693.56;;;;;;;;;;442875.57;479144.25;452033.96;442835.62;;;-10575.21;-1295.42;-5.82e-11
C_215;0;GmbH;10437;87100;1995;82.0;GKV;1105332.48;1105332.48;717405.05;88074.8;-31.08;26.26;57.34;88043.72;88043.72;60053.41;483214.17;94976.22;3123.5;0.0;;;;18582.32;;;;;;381990.95;371506.04;343269.12;256395.19;;;156251.71;-57344.11;-1.16e-10
C_279;0;GmbH;12681;71122;1999;;GKV;138459.52;138459.52;314703.03;170487.91;-1878.61;21980.74;23859.35;168609.3;168609.3;163542.42;2250866.32;698061.22;0.0;0.0;350566.8;;;689.06;;;;;;1552805.1;496696.93;45009.43;35726.57;;;194753.98;331830.61;-798859.83
C_585;0;GmbH;10997;47250;2001;;GKV;16193391.99;16193391.99;15489681.88;677798.86;76119.14;31798.06;46230.47;753918.0;753918.0;750000.0;21253492.42;2865310.26;363965.01;56163.78;;;;146773.04;;;;;;10750000.0;4472083.15;3729290.71;3425482.38;;;832535.95;502786.28;-4.66e-09
C_911;0;GmbH & Co. KG;12529;96090;2003;57.0;GKV;827865.14;828495.69;384088.09;17479.94;-9914.33;;9914.33;7565.61;7565.61;5969.24;412521.86;143859.45;146956.0;0.0;41805.37;;;71677.28;;;;;;121706.41;293632.6;60254.02;20855.93;;;-33825.57;-49189.78;57316.96
C_157;0;GmbH & Co. KG;12529;82999;2003;218.0;GKV;3754118.16;3754118.16;3576638.79;218364.8;-40232.66;4707.11;44939.77;178132.14;185134.73;185134.73;4541952.49;924320.32;435563.19;1745275.83;96145.54;435563.19;1745275.83;10654.66;;;;;;1436744.18;1120396.47;1119498.76;1053844.19;54952.61;;330553.9;-15824.59;-96145.54
C_216;0;GmbH;10117;70220;1990;71.0;GKV;553921.37;553921.37;512309.33;86356.8;-12876.99;;12876.99;73479.81;73479.81;55100.24;1085765.94;161713.32;0.0;891248.5;;;688816.48;8397.88;;;;;;32804.12;123350.71;220330.44;80650.31;33879.4;;121372.97;-284636.08;212544.91
C_801;0;GmbH;12049;71121;2004;;GKV;1039685.5;1039685.5;987529.04;-1097089.37;1433163.58;30346.12;148219.72;336074.21;336074.21;219907.14;23935468.29;455224.85;2201003.32;874993.0;;;;50943.96;;;;;;20404247.12;154766.3;181232.03;10499.86;;;752172.36;-617985.25;-142225.0
C_779;0;GmbH;12109;45200;1984;;GKV;602378.78;602378.78;429945.62;98472.71;10.69;10.69;;98483.4;98483.4;68205.27;220077.7;59310.43;50000.0;500.0;88.0;;;5188.59;;;;;;110267.27;204886.81;206236.7;146399.74;;;136445.71;-10865.94;-4.37e-11
C_804;0;GmbH;14467;81100;2005;487.0;GKV;298211.68;298211.68;298294.9;28915.11;-26221.62;;26221.62;2693.49;2693.49;2693.49;1233117.4;1233117.4;0.0;0.0;;;;28017.09;;;;;;;354796.8;355890.97;332485.42;;;13657.69;0.0;-811700.0
C_556;0;GmbH & Co. KG;16356;52291;2003;;GKV;5780193.26;6463030.86;2343817.05;461313.49;-6773.56;1610.04;8383.6;454539.93;454539.93;311018.93;1666103.89;1299885.28;0.0;26450.0;;;;214329.72;;;;;;339768.61;1511210.89;1452375.62;1290319.45;151185.17;272.46;39965.28;-68200.89;-239863.77
C_444;0;GmbH;13587;88101;2006;454.0;GKV;18501197.54;18501197.54;1308849.82;251315.86;-26573.98;82.48;26656.46;224741.88;224741.88;151891.46;2536228.67;900015.25;476097.36;0.0;211794.08;;;646374.67;;;;;;1160116.06;2313610.67;882746.83;92873.22;;;579997.87;0.0;-560042.41
C_830;0;GmbH;12051;46165;2008;;GKV;1344384.99;1344384.99;720460.86;162729.06;;;;162729.06;162729.06;0.0;311205.92;286205.92;0.0;0.0;;;;;;;;;;25000.0;311205.92;184568.57;182326.71;;;158068.74;0.0;-87093.64
C_528;0;GmbH;14482;41000;2008;;GKV;20053814.23;20053814.23;10552042.66;728426.61;-192766.77;0.96;192767.73;535659.84;535659.84;467427.81;12566273.56;11566273.56;0.0;0.0;;;;1292949.86;;;;;;1000000.0;4511767.92;2048205.75;;;;4587743.9;-4176259.9;-411484.0
C_828;0;GmbH;10625;68100;2010;;GKV;10365544.05;10365544.05;7931366.2;565338.94;4854.88;6067.72;1212.84;570193.82;570193.82;568724.9;9713329.26;844831.6;45064.59;0.0;;;;231622.67;;;;;;8823433.07;7715921.82;7749440.79;6802934.01;855343.08;;1051697.31;-366425.37;-5398.26
C_595;0;GmbH;12439;46493;2010;;GKV;44167987.83;44167987.83;44246326.96;2592756.33;68930.56;213237.34;144306.78;2661686.89;2661686.89;2304221.4;41319500.48;40203526.61;0.0;0.0;1506.94;;;295384.26;;;;;;1115973.87;41317309.64;41272326.48;;2965.0;;17114.8;-21322.58;4207.78
C_292;0;GmbH;13507;96000;2011;;GKV;40089536.3;40091480.44;1143525.12;280981.07;-11048.33;1066.85;12130.78;269932.74;269932.74;186251.93;2903557.7;2243353.72;0.0;0.0;;;;1804902.44;;;;;;660203.98;2813478.61;2468228.13;55670.64;;;418537.34;-35774.19;-180000.0
C_683;0;GmbH & Co. KG;38112;43210;1994;168.0;GKV;5610412.39;5610412.39;4469845.08;591105.12;14570.99;14570.99;;605676.11;684263.09;573985.85;1303745.6;538252.92;0.0;0.0;;;;37997.06;;;;;;765492.68;1181065.02;217770.58;27500.93;190269.65;;435254.46;-14620.94;-507493.64
C_873;0;Genossenschaft;49413;46610;1919;33.0;GKV;642247.84;1142247.84;579004.16;127198.4;-2000.68;5.69;2006.37;125197.72;125197.72;90613.32;1889096.66;1677987.76;0.0;0.0;;;;976.51;;;;;;211108.9;1814395.33;309832.07;276332.99;;;197604.59;-21474.41;-82.19
C_588;0;GmbH;29308;87100;2007;;GKV;10129943.12;10486827.9;5959584.15;435328.26;-341781.85;;341781.85;93546.41;93546.41;59807.63;9670406.48;3780319.26;2322791.45;1577280.0;1475640.19;1505400.0;1577280.0;1429788.42;;;;;;1990015.77;3451499.64;1352994.01;1349.09;986648.6;;-56012.29;-533257.11;458684.75
C_964;0;GmbH;25855;8120;2000;58.0;GKV;7721180.96;7740332.96;7152818.98;607782.65;-140466.21;8587.17;149053.38;467316.44;467316.44;253758.29;3726982.66;1906666.23;683487.45;442452.9;965078.88;683487.45;442452.9;388716.18;;;;;;694376.08;1009952.3;994693.15;40930.75;;;390965.9;-341578.5;41287.63
C_583;0;GmbH & Co. KG;25923;47192;2004;;GKV;15533167.35;15533167.35;15145076.32;64078.01;-1520.66;;1520.66;62557.35;62557.35;0.0;2283566.81;2258566.81;0.0;0.0;;;;106388.58;;;;;;25000.0;2025590.97;1784614.08;51390.83;61392.65;;-1057950.87;-157123.74;1075131.83
C_203;0;GmbH;24999;52291;2009;;GKV;15203996.86;15203996.86;15121656.29;687517.49;31488.38;32086.79;598.41;719005.87;719005.87;499375.81;4093611.71;1522834.82;0.0;0.0;;;;44028.24;;;;;;2570776.89;4014930.33;234484.71;13534.82;;;-403607.33;-8471.79;421665.91
C_061;0;GmbH;37083;68200;1960;29.0;GKV;2006000.0;1991000.0;1618000.0;1159000.0;-770000.0;1000.0;771000.0;389000.0;389000.0;335000.0;17549000.0;14572000.0;0.0;0.0;;;;;;;;;;2977000.0;647000.0;352000.0;316000.0;;;768439.89;640.6;-12065679.85
C_089;0;GmbH;37115;70109;2004;;GKV;5751.03;5751.03;5751.03;-424.98;424.98;424.98;;-9.09e-13;-4.55e-13;-9.09e-13;25950.6;950.6;0.0;0.0;;;;;;;;;;25000.0;25950.6;25950.6;;;;4.55e-13;0.0;0.0
C_491;0;GmbH;37073;96090;2006;;GKV;19523360.69;19523360.69;18342231.85;-44376.03;-16595.0;364.12;16959.12;-60971.03;-60971.03;-64266.83;5564992.78;2519632.85;55994.13;0.0;31098.93;55994.13;;225167.72;;;;;;2637330.73;2290700.1;1787564.74;329055.96;1253653.67;;114223.57;-200834.45;-260256.15
C_890;0;GmbH;38723;62020;1991;;GKV;2260287.42;2260287.42;2318925.02;929814.23;-808185.49;;808185.49;121628.74;121628.74;47239.62;16305655.12;16202050.0;0.0;4020.0;;;;;;;;;;99585.12;174733.12;38418.85;38418.85;;;15297762.72;0.0;-994333.44
C_663;0;AG;22083;70109;1994;875.0;GKV;122337.4;122337.4;47896.1;32241.58;-1104.88;;1104.88;31136.7;31136.7;30858.7;38299.53;9967.09;16458.63;0.0;158.43;;;191.53;;;;;;11873.81;19725.03;19725.03;16671.1;;;38944.52;-18956.16;-18565.25
C_474;0;GmbH;20097;46310;1998;;GKV;16327.7;16327.7;16327.7;1460.28;2541.64;4055.46;1513.82;4001.92;4001.92;3365.04;521107.71;29723.28;40000.0;130138.14;;;130138.14;4561.4;;;;;;321246.29;379743.15;41580.7;40899.59;;;-20337.77;-142154.79;170138.14
C_916;0;GmbH;21031;68100;1993;;GKV;612714.71;612714.71;191044.64;4422.99;-666.91;;666.91;3756.08;3756.08;1326.25;225178.32;69665.95;11571.7;103235.66;;;;55972.09;;;;;;40705.01;206862.32;194756.41;44256.4;150500.01;;-13228.79;2738.91;-11286.05
C_895;0;GmbH;20537;96090;2001;;GKV;95239.49;95239.49;78586.72;-74668.0;-7111.83;3.17;7115.0;-81779.83;-81779.83;-81779.99;211866.26;6277.96;64068.33;0.0;;;;;;;;33911.06;;141519.97;92691.29;67765.46;44235.67;;;-85459.76;-214.29;181196.48
C_152;0;GmbH;20354;35112;2000;289.0;GKV;644233.92;723240.12;294261.4;125981.53;-4545.32;3217.52;7762.84;121436.21;121436.21;92235.21;799109.32;647618.44;42268.31;0.0;;35674.09;;93996.55;;;;;;109222.57;742956.79;287910.9;51492.92;193168.57;;130708.82;-22530.19;-38957.08
C_684;0;GmbH;21762;88990;2002;327.0;GKV;779622.72;814492.72;462536.11;40497.36;-1071.61;277.12;1348.73;39425.75;39425.75;26787.61;370187.37;238659.72;77342.74;0.0;;77342.74;;83849.88;;;;;;54184.91;245515.24;182678.98;67910.09;111851.76;;172097.57;-112184.18;-8433.95
C_144;0;GmbH;21107;10410;2005;137.0;GKV;103632068.9;104603275.3;39557201.29;10487424.07;-752049.34;56949.38;853798.09;9735374.73;9722386.4;7839594.1;76261254.68;30265500.71;9750492.415;8760219.38;2017000.0;6975000.0;6543511.67;1835201.56;;;;;;23028694.1;17208542.6;16972827.36;8687966.95;7366863.62;;32958351.44;-10416461.6;-14308085.97
C_001;0;GmbH;22525;68100;2005;;GKV;445489.98;445489.98;183569.19;2866.22;532.89;532.89;;3399.11;3399.11;1594.16;90244.86;45459.73;0.0;0.0;;;;29372.84;;;;;;44785.13;85273.86;36274.69;8130.54;;;-5773.18;-326.01;-532.89
C_196;0;GmbH;20354;50200;2008;63.0;GKV;11820.0;11820.0;169160.92;27102.2;-3937.52;0.04;3937.56;23164.68;23164.68;21714.84;196119.88;90970.07;0.0;0.0;;;;;;;;;;105149.81;63006.54;19085.54;2955.26;;;43234.32;7240.0;3351.12
C_975;0;GmbH & Co. KG;70567;35113;2001;;GKV;1380599.92;1380599.92;1314522.53;152285.06;-52039.4;3865.62;56675.02;100245.66;102317.66;72432.4;1418049.33;208601.24;3000.0;870908.69;;;850419.69;46983.29;;;;;;335539.4;499141.24;434735.54;373745.74;47515.61;;149932.31;-13394.37;-203011.39
C_839;0;GmbH & Co. KG;25980;47770;2009;25.0;GKV;27977387.15;28020290.99;4597863.94;470496.98;101453.88;146048.56;83441.31;571950.86;571950.86;487886.48;9079382.09;5363240.89;0.0;96977.0;2000514.67;;;652415.17;;;;;;3625194.98;5713279.65;2159931.85;145758.94;1789606.42;;1786352.87;-713197.74;-281224.05
C_529;0;GmbH;21509;52100;2009;;GKV;13615550.64;13615550.64;3856615.99;111085.21;-200436.96;35531.63;237146.71;-89351.75;-94164.75;-94855.75;6287465.49;5599315.38;0.0;881915.0;;;;1011420.08;;;;;;1554030.31;6123020.31;1678477.21;999.86;;;1251940.53;4302.65;-1256232.12
C_562;0;GmbH;31855;42110;1976;;GKV;46388935.62;46397375.62;15723647.81;4196294.61;198744.9;271422.85;1475283.57;4395039.51;605425.09;388610.9;73220944.33;39572979.79;2248532.27;0.0;23376531.91;1391673.48;;1632016.57;;;;;;31399432.27;54061869.78;18571018.82;7262446.69;6560235.62;;4032623.62;1347782.75;-518827.88
C_277;0;GmbH;37627;35130;1973;2.0;GKV;291897.81;291897.81;214132.58;19309.7;;;;19309.7;19309.7;19309.7;180375.8;144898.58;0.0;0.0;;;;127812.74;;;;;;35477.22;98268.16;38395.86;9375.05;28806.0;;25524.73;-16738.98;-300.85
C_853;0;GmbH & Co. KG;37691;10710;1964;;GKV;382023072.3;353401964.3;154793864.7;38970631.22;-3056600.31;81684.07;3230897.79;35914030.91;35914030.91;31223282.57;219540702.1;136899312.6;0.0;3948991.0;;;;;;;;;;120000000.0;138776758.1;40207991.36;1097605.57;;;56549834.83;-21001174.72;-26823282.57
C_531;1;KG;37603;77320;1985;;GKV;2077952.79;2861062.79;1713035.9;74610.7;-33653.47;121.39;33774.86;40957.23;40957.23;40036.38;2241807.39;1558452.54;508325.56;75206.0;154655.3;471634.52;75206.0;410256.0;36691.04;;;;;99823.29;2076910.05;834716.96;12632.25;322304.85;;68523.86;-18372.93;151094.47
C_546;0;Sonst. Gewerbetreibende;30900;68200;2000;;GKV;61449468.89;61466917.58;55953365.75;-14746226.93;-1271133.38;4469.82;1275603.2;-16017360.31;-16017360.31;-16151695.75;76947070.4;58794230.8;7300000.0;0.0;;;;1824827.44;;;;;;4687414.51;23745697.75;10286842.67;1927376.93;6904791.31;;13298164.8;-3164678.84;-10967218.68
C_129;0;GmbH & Co. KG;30167;68200;2002;;GKV;1580429.99;1589268.74;995857.41;51640.72;-15345.83;2003.46;17659.29;36294.89;35050.35;31902.96;390099.07;237661.78;30450.0;17500.0;;;;;;;;;;46016.27;304931.86;150673.88;859.63;;;25877.77;-6215.69;-13336.45
C_127;0;GmbH & Co. KG;30161;41103;2006;26.0;GKV;3376790.18;4308851.77;892305.49;-67731.78;-48773.39;628.39;49401.78;-116505.17;-116505.17;-85325.35;2770588.17;536155.95;1831502.54;0.0;;1831502.54;;338215.31;;;;;;387994.22;2312410.58;252506.19;61705.36;;;-899711.87;-68229.73;1036173.42
C_872;0;GmbH;31303;35130;2007;;GKV;3372503.45;3371559.27;2632339.32;489834.57;9260.06;19296.43;10036.37;499094.63;499094.63;2.33e-10;645221.54;620221.54;0.0;0.0;;;;13827.27;;;;;;25000.0;627385.54;103786.45;73477.04;;;498561.45;-4201.75;-452301.2
C_066;0;GmbH;31171;45100;2001;;GKV;6627044.56;6627044.56;5001597.91;417986.5;-100783.89;8475.84;109259.73;317202.61;317202.61;202248.6;3756976.86;1492039.0;1372224.59;3800.0;705352.14;1353185.09;3800.0;259238.49;;;;;;869873.77;1146395.36;774530.98;56047.2;609614.36;;701245.6;-967194.26;-133613.86
C_770;0;BGB-Gesellschaft;24161;62030;2003;2062.0;GKV;2705269.15;2705269.15;566155.87;22003.44;-59311.33;229.67;59541.0;-37307.89;-37307.89;-37288.89;1517161.77;1404695.18;0.0;0.0;;;;;;;;;;112466.59;1504503.77;189752.1;7671.58;180758.44;;121666.72;-3531.42;-118259.27
C_976;0;GmbH;24340;43220;2009;;GKV;432889.24;432889.24;431900.99;9629.92;-14400.49;94.24;14494.73;-4770.57;-4770.57;-6722.57;860853.04;860853.04;0.0;0.0;;;;3316.14;;;;;;1.46e-11;85360.69;85475.38;4522.83;;;33565.07;-24141.4;-13699.59
C_533;0;GmbH;26892;17210;1985;133.0;GKV;26335655.95;26156551.46;14448931.93;6739185.08;-3448475.13;10662.33;3472573.19;3290709.95;3290709.95;2032891.02;175716314.6;15052054.16;22720219.46;93836942.17;4345580.0;20002402.6;83403483.14;1239365.66;116090.4;104145.07;;;;44107098.84;12708998.85;4774498.23;3527417.3;276178.11;;6405571.73;-11621596.6;6104467.57
C_575;0;GmbH;26506;85424;1998;406.0;GKV;3816679.22;3798730.42;2397288.23;760798.08;-429427.77;4710.67;434194.44;331370.31;325938.44;199479.56;22727119.07;2826226.43;4507548.245;9369436.48;851467.04;3935011.68;8461553.8;186920.2;;;;;;5630648.27;2659159.83;1434511.49;1201245.34;173340.19;;1056584.75;-2486068.07;1268433.03
C_514;0;OHG;49757;16230;2008;;GKV;12699478.65;12702095.11;7830897.74;-6707113.13;-173609.04;1396.91;175005.95;-6880722.17;-6880722.17;6.98e-10;7405778.82;3260506.61;2439272.21;1232000.0;617000.0;2439272.21;1232000.0;1118610.9;;;;;;474000.0;2254106.09;1598509.63;613811.15;488411.32;;-5322316.86;-454223.91;5000989.39
C_397;0;GmbH & Co. KG;23714;46712;1979;;GKV;25048171.66;25063195.71;20085538.27;1098223.46;-93549.48;10131.11;103680.59;1004673.98;1004673.98;996712.35;30806989.43;14812683.77;0.0;0.0;;;;615965.02;;;;;;6652120.67;4714819.11;4000379.15;1474007.75;;;1277188.38;-275147.31;-40584.46
C_159;0;GmbH & Co. KG;24539;47710;1937;129.0;GKV;163882.65;163882.65;135223.31;430.93;-476.04;84.74;560.78;-45.11;-45.11;-45.11;245123.16;220687.56;0.0;0.0;;;;;;;;;;24435.6;91227.84;65717.91;44709.8;20069.05;;82773.66;-110392.49;1.46e-11
C_392;0;GmbH & Co. KG;24782;47591;1992;;GKV;1528445.76;1528445.76;1046091.53;146325.51;-21127.51;11166.33;32293.84;125198.0;125198.0;120585.39;379480.47;241082.99;54019.04;0.0;130259.12;;;20784.33;;;;;;84378.44;374247.47;126099.0;4077.05;92985.55;;48319.42;17507.5;-70512.47
C_622;0;GmbH;23829;23610;2002;184.0;GKV;34566731.85;34490171.69;15705290.34;1433.07;;;;1433.07;1433.07;3.87e-09;33568758.14;19413231.52;0.0;0.0;;;;1179497.67;;;;;;14155526.62;30334514.61;4447308.89;219534.51;;;-1873696.48;-542117.11;-2357076.76
C_465;0;GmbH;49201;31099;1980;169.0;GKV;6443258.75;6453837.84;24211268.33;133889.74;-474913.0;;474913.0;-341023.26;-341023.26;-348224.05;17661340.32;3585764.6;0.0;10457704.0;;;;429603.07;;;;;;914973.35;14557760.4;1525253.86;429418.87;;;-97284.82;-160965.2;-82425.56
C_321;0;GmbH;49076;43210;1947;50.0;GKV;16959625.79;17299732.81;16713370.48;1959543.74;-1214494.94;1996.39;1216491.33;745048.8;745048.8;739365.72;53289990.7;10222294.84;27440440.01;343033.0;3077546.91;;;5380270.04;;;;;;9600728.45;2188238.3;2217774.3;603635.27;;;7042785.2;-10979739.8;2142229.28
C_515;1;GmbH;49134;52291;1978;;GKV;1033.98;675.43;675.43;-541.09;;;;-541.09;-541.09;-541.09;25000.79;4192.69;14773.18;0.0;;;;;;;;;;6034.92;24994.79;0.0;;;;3282.05;0.0;-3282.05
C_080;0;GmbH;49143;1610;1988;44.0;GKV;362232000.0;362232000.0;153819000.0;25753000.0;156174000.0;6624000.0;906000.0;181927000.0;181927000.0;148644000.0;747242000.0;247289000.0;2337500.0;4279000.0;;;;37976000.0;;;;;;490433000.0;422775000.0;395800000.0;84468000.0;1584000.0;193000.0;147618000.0;-54005000.0;-121097000.0
C_164;0;AG;49076;71110;1995;333.0;GKV;1798640.93;1836662.8;673756.85;73209.55;-31100.54;543.42;31643.96;42109.01;42109.01;36796.12;474414.54;424414.54;0.0;50000.0;103248.13;;;33140.18;;;;;;2.91e-11;371870.96;92170.53;36668.99;;;-7076.29;-52016.47;11055.45
C_781;0;GmbH;49638;46220;1998;;GKV;38299417.93;38299417.93;7523911.97;437184.54;1132100.06;2331.57;14420.42;1569284.6;1569284.6;1324029.76;10402365.3;6421260.7;0.0;234172.5;;;;4077153.05;;;;;;4246932.1;7959596.11;6017362.94;597959.16;;;1731981.15;-500089.24;-1800000.0
C_458;0;GmbH;49328;46901;1992;27.0;GKV;156489.5;160145.75;164012.16;-43711.58;42.35;42.35;;-43669.23;-42353.43;-35787.95;90400.09;14495.68;0.0;0.0;;;;;;;;;;75904.41;64735.67;56566.15;23309.09;;;-15916.81;-277.3;0.0
C_835;0;GmbH;29525;49310;2002;416.0;GKV;27619277.07;27619277.07;4475636.82;1233173.35;6650.26;5550.26;;1239823.61;1239823.61;834391.6;3295023.78;1149823.95;0.0;0.0;;;;674962.84;;;;;;2145199.83;3051181.11;2576224.52;824203.72;;;1229479.46;-5394.3;-1000000.0
C_776;0;GmbH;27432;43330;2006;;GKV;1004184.45;1254299.38;518901.27;89704.76;-12998.13;13870.33;26868.46;76706.63;1706.63;461.26;1192622.23;1063281.51;16184.15;0.0;291602.12;;;94466.13;;;;;;113156.57;1132989.39;197428.97;;;;-115038.28;-2386.38;-7365.17
C_202;0;GmbH;26180;38210;2001;;GKV;691709.91;691709.91;172404.6;13704.01;-67.1;;67.1;13636.91;13636.91;9243.64;122906.18;42853.15;0.0;0.0;;;;27669.86;;;;;;80053.03;121903.18;117956.56;41204.59;;;-17345.53;-85.14;-1.46e-11
C_307;0;AG;22926;64200;1971;;GKV;35779300000.0;35779300000.0;1108200000.0;968400000.0;-3200000.0;1400000.0;4600000.0;965200000.0;965200000.0;0.0;2165900000.0;2043000000.0;0.0;2700000.0;;;;455600000.0;;;;;;120200000.0;2140600000.0;1951300000.0;34700000.0;655900000.0;;1601200000.0;-800000.0;-1775700000.0
C_719;1;GmbH;22880;21200;1963;966.0;GKV;65172278.34;65215458.34;8463739.77;1613029.25;-1519659.32;85832.01;1605491.33;93369.93;93369.93;79239.73;117823221.9;86929187.7;30093417.2;0.0;;;;72823430.74;;;;;;800617.02;113341791.8;24814153.4;69247.58;;;215409.18;-29634.34;-7.45e-09
C_269;0;GmbH & Co. KG;22848;59110;2009;;GKV;40481597.94;40481597.94;25949930.31;1807506.36;-892199.38;;892199.38;915306.98;915306.98;0.0;67929341.41;57662890.6;0.0;5153532.0;;;;375156.38;;;;;;5112918.81;12384069.77;12113469.3;526.77;88563.07;;4701021.4;-4005193.34;-696306.98
C_386;0;GmbH;49824;46210;1992;;GKV;7396889.56;7396889.56;2632172.87;500030.95;-3559.12;;3559.12;496471.83;496471.83;406780.83;1288756.99;508371.21;84310.73;0.0;44404.44;;;220227.2;;;;;;696075.25;1092581.35;505287.35;32685.12;;;396812.23;-91715.0;-303877.77
C_435;0;GmbH;48529;52291;1993;;GKV;497112.63;497112.63;497382.63;271451.09;-173205.88;7665.88;180871.76;98245.21;98245.21;64124.97;2988673.4;236540.27;2068300.17;0.0;182199.0;;;12943.38;;;;;;683832.96;59553.85;6489.18;;;;-44744.65;0.01;126878.94
C_185;0;GmbH;49828;35300;1994;;GKV;16699344.24;16849411.88;10146906.47;260786.43;-123936.49;124.85;124061.34;136849.94;136849.94;72239.61;10417236.13;2148640.22;0.0;3960000.0;;;;506423.86;;;;;;4308595.91;5980183.75;3061240.14;1013779.28;1414451.04;;677006.73;-350341.85;-3.59e-09
C_224;0;GmbH;49809;71122;1998;;GKV;138892586.3;138892586.3;17409501.77;1053960.25;294709.62;480754.06;186044.44;1348669.87;1311158.35;730046.34;26007912.62;21684458.4;0.0;0.0;;;;1116190.19;;;;;;4323454.22;21918198.19;5211034.94;3771124.12;335368.22;;3777567.76;-370838.54;-3372299.6
C_855;1;GmbH;9405;43991;1991;;GKV;28160998.98;28160998.98;28899081.06;12854934.51;-8740058.75;286729.51;9026788.26;4114875.76;4114875.76;3192766.42;141885811.8;10950037.99;123256573.7;0.0;73.9;;;7117922.43;;;;;;7679200.14;140812504.2;72998958.76;941225.29;61171000.0;60476982.56;927788.72;-122991.26;-10000.0
C_996;0;GmbH;9648;28150;1993;281.0;GKV;1270961.55;1270786.75;368445.16;81648.38;-6693.5;0.68;6694.18;74954.88;72534.81;48175.26;634764.7;502968.02;0.0;0.0;;;;;;;;;;131796.68;447135.7;317220.06;64083.65;;;-154633.7;-181760.92;230547.81
C_032;0;GmbH;3042;46743;1991;77.0;GKV;2254257.38;2254257.38;2274765.16;-269558.99;6701846.89;15178.15;64716.71;6432287.9;6432287.9;5763497.91;10502338.27;1335582.59;36897.25;0.0;9115.0;;;43057.46;;;;;;9129858.43;5876746.38;422063.82;421901.82;;;1261308.93;-630081.19;-86311.77
